# BITDEPTH 8, RANGE LEGAL
334,118,207,214,335
335,167,224,212,336
336,190,235,235,337
337,180,16,58,338
338,209,37,75,339
339,211,101,126,340
340,62,16,16,341
341,74,16,16,342
342,212,16,16,343
343,224,16,16,344
344,235,196,16,345
345,183,72,16,346
346,235,78,16,347
347,235,118,16,348
348,235,158,16,349
349,143,72,80,350
350,185,73,110,351
351,191,82,186,352
352,204,67,133,353
353,235,73,155,354
354,125,46,51,355
355,126,125,51,356
356,147,124,41,357
357,16,183,110,358
358,16,235,142,359
359,80,235,214,360
360,126,235,235,361
361,16,27,16,362
362,39,39,39,363
363,50,16,16,364
364,74,34,49,365
365,71,45,40,366
366,95,43,68,367
367,135,110,183,368
368,158,138,211,369
369,182,160,214,370
370,195,185,235,371
371,46,53,115,372
372,49,72,117,373
373,41,74,154,374
374,16,94,189,375
375,74,77,138,376
376,135,77,147,377
377,55,16,44,378
378,51,36,50,379
379,111,49,90,380
380,127,83,125,381
381,125,124,146,382
382,98,122,110,383
383,99,139,110,384
384,110,167,118,385
385,88,117,81,386
386,117,141,88,387
387,131,216,98,388
388,171,155,68,389
389,207,173,68,390
390,212,208,151,391
391,235,206,161,392
392,74,64,81,393
393,100,73,93,394
394,124,77,92,395
395,129,182,190,396
396,129,180,210,397
397,16,49,48,398
398,16,72,49,399
399,51,103,47,400
400,62,140,50,401
401,63,177,56,402
402,102,195,68,403
403,135,152,68,404
404,158,197,65,405
405,62,117,124,406
406,60,160,129,407
407,91,216,145,408
408,130,85,32,409
409,133,98,16,410
410,161,98,158,411
411,175,117,194,412
412,191,153,235,413
413,16,16,201,414
414,16,16,212,415
415,16,16,224,416
416,16,16,235,417
417,16,16,108,418
418,16,16,120,419
419,16,16,131,420
420,106,48,133,421
421,138,49,131,422
422,177,155,135,423
423,193,235,133,424
424,110,110,68,425
425,116,123,97,426
426,134,159,120,427
427,135,208,123,428
428,126,194,145,429
429,130,235,165,430
430,56,97,150,431
431,51,129,171,432
432,34,56,83,433
433,16,50,96,434
434,60,130,152,435
435,63,154,159,436
436,97,151,168,437
437,51,104,93,438
438,57,125,98,439
439,50,141,126,440
440,108,141,137,441
441,107,162,160,442
442,50,50,50,443
443,50,77,42,444
444,64,84,16,445
445,85,84,39,446
446,168,92,50,447
447,205,112,82,448
448,90,52,16,449
449,94,45,42,450
450,205,56,42,451
451,164,49,43,452
452,171,45,110,453
453,204,43,147,454
454,235,16,159,455
455,235,16,196,456
456,135,45,106,457
457,139,111,118,458
458,138,115,159,459
459,169,136,184,460
460,208,138,214,461
461,212,155,199,462
462,210,179,211,463
463,16,143,16,464
464,16,154,16,465
465,16,165,16,466
466,16,151,70,467
467,16,195,81,468
468,78,193,148,469
469,49,16,62,470
470,74,16,133,471
471,89,16,183,472
472,90,16,235,473
473,142,16,235,474
474,136,16,91,475
475,211,21,104,476
476,218,60,102,477
477,191,72,62,478
478,235,88,64,479
479,235,134,69,480
480,235,135,103,481
481,112,170,52,482
482,127,235,78,483
483,148,235,129,484
484,73,116,16,485
485,81,157,16,486
486,100,195,16,487
487,136,210,42,488
488,138,181,16,489
489,178,191,16,490
490,180,214,42,491
491,188,235,16,492
492,16,55,136,493
493,16,82,147,494
494,43,105,180,495
495,16,123,191,496
496,16,138,235,497
497,16,170,235,498
498,16,200,235,499
499,16,235,235,500
